king_kor,king_eng,city_ID_t,city_kor_t,city_eng_t,city_color_t,long_t,lat_t,city_ID_s,city_kor_s,city_eng_s,city_color_s,long_s,lat_s,count
현종,Hyeonjong,1,정주,Jeongju,#70C459,125.206375,39.68846,22,안산,Ansan,#3517F3,126.823336,37.315094,7
현종,Hyeonjong,22,안산,Ansan,#3517F3,126.823336,37.315094,22,안산,Ansan,#3517F3,126.823336,37.315094,18
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,23,이천,Icheon,#4917F3,127.42989,37.275543,8
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,24,서천,Seocheon,#B06ECD,126.708324,36.085376,8
현종,Hyeonjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,23,이천,Icheon,#4917F3,127.42989,37.275543,2
현종,Hyeonjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,24,서천,Seocheon,#B06ECD,126.708324,36.085376,2
현종,Hyeonjong,1,정주,Jeongju,#70C459,125.206375,39.68846,23,이천,Icheon,#4917F3,127.42989,37.275543,2
현종,Hyeonjong,1,정주,Jeongju,#70C459,125.206375,39.68846,24,서천,Seocheon,#B06ECD,126.708324,36.085376,2
현종,Hyeonjong,23,이천,Icheon,#4917F3,127.42989,37.275543,23,이천,Icheon,#4917F3,127.42989,37.275543,1
현종,Hyeonjong,23,이천,Icheon,#4917F3,127.42989,37.275543,24,서천,Seocheon,#B06ECD,126.708324,36.085376,4
현종,Hyeonjong,24,서천,Seocheon,#B06ECD,126.708324,36.085376,24,서천,Seocheon,#B06ECD,126.708324,36.085376,1
현종,Hyeonjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,19,청주,Cheongju,#9C17F3,127.509353,36.652229,3
현종,Hyeonjong,1,정주,Jeongju,#70C459,125.206375,39.68846,19,청주,Cheongju,#9C17F3,127.509353,36.652229,3
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,25,양주,Yangju,#A2D6E2,127.105452,37.845503,8
현종,Hyeonjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,25,양주,Yangju,#A2D6E2,127.105452,37.845503,2
현종,Hyeonjong,1,정주,Jeongju,#70C459,125.206375,39.68846,25,양주,Yangju,#A2D6E2,127.105452,37.845503,2
현종,Hyeonjong,25,양주,Yangju,#A2D6E2,127.105452,37.845503,25,양주,Yangju,#A2D6E2,127.105452,37.845503,1
현종,Hyeonjong,0,개경,Gaegyeong,#17ADF3,126.619833,37.952269,26,전주,Jeonju,#DE699E,127.145666,35.816365,8
현종,Hyeonjong,4,황주,Hwangju,#69DE82,125.77577,38.669308,26,전주,Jeonju,#DE699E,127.145666,35.816365,2
현종,Hyeonjong,1,정주,Jeongju,#70C459,125.206375,39.68846,26,전주,Jeonju,#DE699E,127.145666,35.816365,2
현종,Hyeonjong,26,전주,Jeonju,#DE699E,127.145666,35.816365,26,전주,Jeonju,#DE699E,127.145666,35.816365,1
